seqnames,start,end,width,strand,V4,V5,V6,V7,V8,V9,V10,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,geneId,transcriptId,distanceToTSS,ENSEMBL,SYMBOL,GENENAME
chr1,11624905,11625077,173,*,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT_peak_1,161,.,7.5702,22.38258,16.13396,87,"Intron (ENSMUST00000048613.13/320492, intron 7 of 13)",1,11579306,11596631,17326,1,320492,ENSMUST00000191437.1,45599,ENSMUSG00000057715,A830018L16Rik,RIKEN cDNA A830018L16 gene
chr1,42014395,42014688,294,*,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT_peak_2,47,.,4.70762,9.91413,4.78229,261,Distal Intergenic,1,42648200,42651679,3480,2,66297,ENSMUST00000176977.7,636991,ENSMUSG00000060424,Pantr1,"POU domain, class 3, transcription factor 3 adjacent noncoding transcript 1"
chr1,44488686,44488847,162,*,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT_peak_3,120,.,6.45276,17.83555,12.02577,80,Distal Intergenic,1,44551511,44796838,245328,1,70676,ENSMUST00000074525.9,-62664,ENSMUSG00000056870,Gulp1,"GULP, engulfment adaptor PTB domain containing 1"
chr1,47248039,47248185,147,*,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT_peak_4,81,.,5.05163,13.55013,8.10114,70,Distal Intergenic,1,47467021,47467125,105,2,102466969,ENSMUST00000183639.1,218940,ENSMUSG00000098876,Mir6350,microRNA 6350
chr1,80005772,80005945,174,*,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT_peak_5,143,.,7.16126,20.43396,14.38311,83,Distal Intergenic,1,79803035,79861180,58146,2,20720,ENSMUST00000190724.1,-144592,ENSMUSG00000026249,Serpine2,"serine (or cysteine) peptidase inhibitor, clade E, member 2"
chr1,107924861,107925027,167,*,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT_peak_6,187,.,8.18361,25.39343,18.76096,85,Promoter (7-8kb),1,107917285,107950947,33663,1,319596,ENSMUST00000186875.6,7576,ENSMUSG00000100457,D830032E09Rik,RIKEN cDNA D830032E09 gene
chr1,112215141,112215442,302,*,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT_peak_7,152,.,7.36573,21.40219,15.26219,221,Distal Intergenic,1,111858706,111864918,6213,2,319901,ENSMUST00000035462.6,-350223,ENSMUSG00000038702,Dsel,dermatan sulfate epimerase-like
chr1,137714415,137714566,152,*,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT_peak_8,118,.,6.54785,17.60577,11.81579,76,Distal Intergenic,1,137966455,137966541,87,1,735252,ENSMUST00000083631.1,-251889,ENSMUSG00000065565,Mir181a-1,microRNA 181a-1
chr1,138868200,138868517,318,*,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT_peak_9,27,.,4.09421,7.66771,2.76251,51,Promoter (8-9kb),1,138876272,138876951,680,2,75546,ENSMUST00000186955.2,8434,ENSMUSG00000099808,1700019P21Rik,RIKEN cDNA 1700019P21 gene
chr1,141265677,141265828,152,*,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT_peak_10,161,.,7.5702,22.38258,16.13396,72,Distal Intergenic,1,140570176,140656404,86229,2,75910,ENSMUST00000193820.1,-609273,ENSMUSG00000102368,4930590L20Rik,RIKEN cDNA 4930590L20 gene
chr1,144742105,144742253,149,*,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT_peak_11,118,.,6.54785,17.60577,11.81579,72,Distal Intergenic,1,144752683,144775435,22753,2,64214,ENSMUST00000027603.3,33182,ENSMUSG00000026357,Rgs18,regulator of G-protein signaling 18
chr1,168985965,168986335,371,*,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT_peak_12a,21,.,3.88974,6.96108,2.13873,51,Distal Intergenic,1,169018974,169019089,116,2,102466632,ENSMUST00000184979.1,32754,ENSMUSG00000098829,Mir6354,microRNA 6354
chr1,168985965,168986335,371,*,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT_peak_12b,101,.,6.13891,15.78801,10.13858,293,Distal Intergenic,1,169018974,169019089,116,2,102466632,ENSMUST00000184979.1,32754,ENSMUSG00000098829,Mir6354,microRNA 6354
chr1,176503910,176504204,295,*,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT_peak_13,77,.,5.5255,13.17205,7.74062,252,"Intron (ENSMUST00000194241.1/102640488, intron 2 of 3)",1,176430111,176527273,97163,2,102640488,ENSMUST00000194241.1,23069,ENSMUSG00000104021,Gm36536,"predicted gene, 36536"
chr1,192468404,192468595,192,*,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT_peak_14,199,.,7.65695,26.74579,19.99647,86,"Intron (ENSMUST00000078470.11/16510, intron 10 of 10)",1,192434740,192510159,75420,1,16510,ENSMUST00000151152.2,33664,ENSMUSG00000058248,Kcnh1,"potassium voltage-gated channel, subfamily H (eag-related), member 1"
chr10,4836003,4836303,301,*,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT_peak_15,137,.,6.84355,19.68479,13.7132,87,"Intron (ENSMUST00000149195.7/13982, intron 5 of 7)",10,4922970,4997930,74961,1,13982,ENSMUST00000127934.7,-86667,ENSMUSG00000019768,Esr1,estrogen receptor 1 (alpha)
chr10,16696599,16696929,331,*,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT_peak_16a,77,.,5.5255,13.17205,7.74062,57,Distal Intergenic,10,16951295,16963180,11886,2,100504235,ENSMUST00000208191.1,266251,ENSMUSG00000101969,Gm20125,"predicted gene, 20125"
chr10,16696599,16696929,331,*,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT_peak_16b,73,.,4.8888,12.76924,7.39677,290,Distal Intergenic,10,16951295,16963180,11886,2,100504235,ENSMUST00000208191.1,266251,ENSMUSG00000101969,Gm20125,"predicted gene, 20125"
chr10,31668968,31669128,161,*,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT_peak_17,135,.,6.95679,19.47824,13.52404,77,Distal Intergenic,10,31493193,31609184,115992,2,268291,ENSMUST00000081989.7,-59784,ENSMUSG00000063760,Rnf217,ring finger protein 217
chr10,35324661,35324814,154,*,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT_peak_18,143,.,7.16126,20.43396,14.38311,76,Distal Intergenic,10,34483532,34606280,122749,1,14302,ENSMUST00000215594.1,841129,ENSMUSG00000019779,Frk,fyn-related kinase
chr10,38740083,38740257,175,*,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT_peak_19,127,.,5.25422,18.61682,12.74837,87,Distal Intergenic,10,38820541,38821779,1239,2,215919,ENSMUST00000179279.1,81522,ENSMUSG00000094311,Rfpl4b,ret finger protein-like 4B
chr10,47803067,47803246,180,*,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT_peak_20,215,.,8.79702,28.50281,21.55639,92,Distal Intergenic,10,49101128,49103931,2804,2,14806,ENSMUST00000220330.1,1300685,ENSMUSG00000056073,Grik2,"glutamate receptor, ionotropic, kainate 2 (beta 2)"
chr10,50179145,50179294,150,*,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT_peak_21,109,.,6.34338,16.68984,10.97032,75,"Exon (ENSMUST00000219753.1/ENSMUST00000219753.1, exon 1 of 1)",10,49094833,49788766,693934,2,14806,ENSMUST00000218823.1,-390379,ENSMUSG00000056073,Grik2,"glutamate receptor, ionotropic, kainate 2 (beta 2)"
chr10,50677660,50677817,158,*,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT_peak_22,101,.,6.13891,15.78801,10.13858,82,"Intron (ENSMUST00000035606.9/77987, intron 13 of 41)",10,50649055,50650847,1793,1,77987,ENSMUST00000220026.1,28605,ENSMUSG00000038774,Ascc3,activating signal cointegrator 1 complex subunit 3
chr10,64776546,64776837,292,*,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT_peak_23,34,.,4.29868,8.39609,3.41438,62,"Intron (ENSMUST00000105441.7/216033, intron 13 of 17)",10,65119526,65120367,842,2,102632700,ENSMUST00000187710.1,343530,ENSMUSG00000100528,Gm28881,predicted gene 28881
