seqnames,start,end,width,strand,V4,V5,V6,V7,V8,V9,V10,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,geneId,transcriptId,distanceToTSS,ENSEMBL,SYMBOL,GENENAME
chr1,4490602,4490758,157,*,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory_peak_1,27,.,4.38214,6.68857,2.77652,124,Promoter (2-3kb),1,4492465,4493735,1271,2,20671,ENSMUST00000191939.1,2977,ENSMUSG00000025902,Sox17,SRY (sex determining region Y)-box 17
chr1,4491683,4492095,413,*,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory_peak_2,55,.,5.08139,10.08017,5.54049,267,Promoter (1-2kb),1,4492465,4493735,1271,2,20671,ENSMUST00000191939.1,1640,ENSMUSG00000025902,Sox17,SRY (sex determining region Y)-box 17
chr1,4492179,4492613,435,*,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory_peak_3a,82,.,5.95833,13.32758,8.27183,110,Promoter (1-2kb),1,4492465,4493735,1271,2,20671,ENSMUST00000191939.1,1122,ENSMUSG00000025902,Sox17,SRY (sex determining region Y)-box 17
chr1,4492179,4492613,435,*,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory_peak_3b,118,.,7.2025,17.601,11.84314,334,Promoter (1-2kb),1,4492465,4493735,1271,2,20671,ENSMUST00000191939.1,1122,ENSMUSG00000025902,Sox17,SRY (sex determining region Y)-box 17
chr1,4493133,4493859,727,*,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory_peak_4a,92,.,6.28924,14.51252,9.22718,263,Promoter (<=1kb),1,4492465,4493735,1271,2,20671,ENSMUST00000191939.1,0,ENSMUSG00000025902,Sox17,SRY (sex determining region Y)-box 17
chr1,4493133,4493859,727,*,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory_peak_4b,48,.,4.88008,9.25272,4.87922,544,Promoter (<=1kb),1,4492465,4493735,1271,2,20671,ENSMUST00000191939.1,0,ENSMUSG00000025902,Sox17,SRY (sex determining region Y)-box 17
chr1,4497303,4497531,229,*,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory_peak_5,47,.,4.54915,9.05804,4.72046,100,Promoter (<=1kb),1,4491390,4497354,5965,2,20671,ENSMUST00000192650.5,0,ENSMUSG00000025902,Sox17,SRY (sex determining region Y)-box 17
chr1,4571867,4572069,203,*,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory_peak_6,45,.,4.88843,8.81001,4.52624,77,Distal Intergenic,1,4491390,4497354,5965,2,20671,ENSMUST00000192650.5,-74513,ENSMUSG00000025902,Sox17,SRY (sex determining region Y)-box 17
chr1,6441335,6441499,165,*,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory_peak_7,51,.,5.5881,9.61442,5.19232,73,Distal Intergenic,1,6487231,6860934,373704,1,240690,ENSMUST00000140079.7,-45732,ENSMUSG00000033740,St18,suppression of tumorigenicity 18
chr1,9797810,9798054,245,*,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory_peak_8,48,.,4.88008,9.25272,4.87922,105,Promoter (<=1kb),1,9798107,9900843,102737,1,170755,ENSMUST00000166384.7,-53,ENSMUSG00000025915,Sgk3,serum/glucocorticoid regulated kinase 3
chr1,9966760,9968042,1283,*,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory_peak_9a,84,.,6.08793,13.58947,8.47567,273,Promoter (<=1kb),1,9960163,9967932,7770,2,100039596,ENSMUST00000185184.1,0,ENSMUSG00000099032,Tcf24,transcription factor 24
