seqnames,start,end,width,strand,V4,V5,V6,V7,V8,V9,V10,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,geneId,transcriptId,distanceToTSS,ENSEMBL,SYMBOL,GENENAME
chr1,4600820,4600976,157,*,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8_peak_1,99,.,5.41326,14.23402,9.9952,78,Distal Intergenic,1,4491390,4497354,5965,2,20671,ENSMUST00000192650.5,-103466,ENSMUSG00000025902,Sox17,SRY (sex determining region Y)-box 17
chr1,6454017,6454486,470,*,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8_peak_2a,62,.,4.47691,10.25438,6.21362,89,Distal Intergenic,1,6487231,6860934,373704,1,240690,ENSMUST00000140079.7,-32745,ENSMUSG00000033740,St18,suppression of tumorigenicity 18
chr1,6454017,6454486,470,*,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8_peak_2b,131,.,5.50191,17.51695,13.13729,361,Distal Intergenic,1,6487231,6860934,373704,1,240690,ENSMUST00000140079.7,-32745,ENSMUSG00000033740,St18,suppression of tumorigenicity 18
chr1,6461452,6461612,161,*,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8_peak_3,48,.,4.10661,8.79021,4.82991,94,Distal Intergenic,1,6487231,6860934,373704,1,240690,ENSMUST00000140079.7,-25619,ENSMUSG00000033740,St18,suppression of tumorigenicity 18
chr1,9702658,9702834,177,*,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8_peak_4,18,.,2.91789,5.62288,1.89304,77,Promoter (2-3kb),1,9667415,9700209,32795,2,17864,ENSMUST00000088658.10,-2449,ENSMUSG00000025912,Mybl1,myeloblastosis oncogene-like 1
chr1,9858992,9859220,229,*,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8_peak_5,204,.,7.65322,25.16172,20.49577,117,"Intron (ENSMUST00000166384.7/170755, intron 1 of 16)",1,9848397,9899853,51457,1,170755,ENSMUST00000097826.5,10595,ENSMUSG00000025915,Sgk3,serum/glucocorticoid regulated kinase 3
chr1,12644698,12644936,239,*,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8_peak_6,233,.,8.21321,28.14758,23.39808,122,Distal Intergenic,1,12667563,12673090,5528,1,329096,ENSMUST00000181272.1,-22627,ENSMUSG00000097171,Gm17644,"predicted gene, 17644"
chr1,13155372,13155698,327,*,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8_peak_7,1120,.,13.0769,118.56732,112.02126,156,Promoter (4-5kb),1,13148429,13151018,2590,2,17978,ENSMUST00000133232.1,-4354,ENSMUSG00000005886,Ncoa2,nuclear receptor coactivator 2
chr1,13383575,13383792,218,*,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8_peak_8,305,.,8.02721,35.48766,30.54382,104,"Intron (ENSMUST00000185813.1/ENSMUST00000185813.1, intron 1 of 1)",1,13164501,13374083,209583,2,17978,ENSMUST00000147927.7,-9492,ENSMUSG00000005886,Ncoa2,nuclear receptor coactivator 2
chr1,13639624,13639810,187,*,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8_peak_9,93,.,3.85727,13.53404,9.32724,87,Promoter (1-2kb),1,13629995,13638411,8417,2,212442,ENSMUST00000156222.1,-1213,ENSMUSG00000025937,Lactb2,"lactamase, beta 2"
chr1,13752633,13752932,300,*,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8_peak_10,150,.,6.53324,19.47841,15.01427,154,Distal Intergenic,1,13785883,13786879,997,2,433273,ENSMUST00000180415.1,33947,ENSMUSG00000097711,Gm5523,glyceraldehyde-3-phosphate dehydrogenase pseudogene
chr1,14746944,14747128,185,*,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8_peak_11,59,.,4.01491,9.96509,5.93847,99,Distal Intergenic,1,14753746,14755353,1608,2,17681,ENSMUST00000190719.1,8225,ENSMUSG00000025930,Msc,musculin
chr1,14747365,14747574,210,*,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8_peak_12,186,.,6.76929,23.26423,18.65446,103,Distal Intergenic,1,14753746,14755353,1608,2,17681,ENSMUST00000190719.1,7779,ENSMUSG00000025930,Msc,musculin
chr1,14924906,14925052,147,*,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8_peak_13,35,.,3.54582,7.44078,3.5656,109,Distal Intergenic,1,14872648,14918862,46215,2,277328,ENSMUST00000041447.4,-6044,ENSMUSG00000032769,Trpa1,"transient receptor potential cation channel, subfamily A, member 1"
chr1,16747260,16747449,190,*,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8_peak_14,96,.,5.25948,13.85461,9.63364,103,Distal Intergenic,1,16688508,16709537,21030,1,17087,ENSMUST00000190366.1,58752,ENSMUSG00000025779,Ly96,lymphocyte antigen 96
chr1,20740521,20740957,437,*,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8_peak_15,340,.,9.34807,39.04147,34.00598,299,Distal Intergenic,1,20730905,20734496,3592,1,16171,ENSMUST00000027061.4,9616,ENSMUSG00000025929,Il17a,interleukin 17A
chr1,20759878,20760087,210,*,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8_peak_16,102,.,4.63569,14.53018,10.27718,112,Distal Intergenic,1,20777679,20779554,1876,2,257630,ENSMUST00000191111.1,19467,ENSMUSG00000041872,Il17f,interleukin 17F
chr1,21064262,21064482,221,*,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8_peak_17,224,.,8.02655,27.14228,22.42019,101,"Intron (ENSMUST00000037998.5/170829, intron 1 of 10)",1,20996299,21079229,82931,2,170829,ENSMUST00000037998.5,14747,ENSMUSG00000041779,Tram2,translocating chain-associating membrane protein 2
chr1,21309265,21309474,210,*,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8_peak_18,98,.,4.31488,14.09877,9.86658,99,Distal Intergenic,1,21285246,21298312,13067,2,241041,ENSMUST00000082032.12,-10953,ENSMUSG00000025936,Gm4956,predicted gene 4956
chr1,21425683,21425987,305,*,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8_peak_19,596,.,13.39385,65.25821,59.66583,164,"Intron (ENSMUST00000029667.12/226922, intron 10 of 13)",1,21383556,21386373,2818,1,98582,ENSMUST00000147615.1,42127,ENSMUSG00000085079,Khdc1b,KH domain containing 1B
chr1,21780900,21781091,192,*,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8_peak_20,17,.,2.90235,5.40061,1.70418,59,"Intron (ENSMUST00000029667.12/226922, intron 1 of 13)",1,21577644,21855902,278259,2,226922,ENSMUST00000134505.1,74811,ENSMUSG00000028033,Kcnq5,"potassium voltage-gated channel, subfamily Q, member 5"
