seqnames,start,end,width,strand,V4,V5,V6,V7,V8,V9,V10,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,geneId,transcriptId,distanceToTSS,ENSEMBL,SYMBOL,GENENAME
chr1,4785128,4785642,515,*,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE_peak_1a,54,.,5.10088,9.25059,5.45257,78,Promoter (<=1kb),1,4783572,4785692,2121,2,27395,ENSMUST00000132625.1,50,ENSMUSG00000033845,Mrpl15,mitochondrial ribosomal protein L15
chr1,4785128,4785642,515,*,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE_peak_1b,66,.,5.24824,10.56829,6.62685,408,Promoter (<=1kb),1,4783572,4785692,2121,2,27395,ENSMUST00000132625.1,50,ENSMUSG00000033845,Mrpl15,mitochondrial ribosomal protein L15
chr1,4857444,4857623,180,*,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE_peak_2,84,.,5.184,12.583,8.40531,108,Promoter (<=1kb),1,4857814,4897905,40092,1,21399,ENSMUST00000081551.13,-191,ENSMUSG00000033813,Tcea1,transcription elongation factor A (SII) 1
chr1,6214266,6214508,243,*,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE_peak_3,60,.,3.44211,9.95782,6.08452,137,Promoter (<=1kb),1,6214645,6276648,62004,1,12421,ENSMUST00000027040.12,-137,ENSMUSG00000025907,Rb1cc1,RB1-inducible coiled-coil 1
chr1,6215000,6215405,406,*,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE_peak_4,197,.,8.41918,25.46539,19.73729,232,Promoter (<=1kb),1,6215008,6234010,19003,1,12421,ENSMUST00000160062.7,0,ENSMUSG00000025907,Rb1cc1,RB1-inducible coiled-coil 1
chr1,7089193,7089424,232,*,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE_peak_5,106,.,6.11813,15.06803,10.60067,82,Promoter (<=1kb),1,7089166,7172122,82957,1,319263,ENSMUST00000182823.1,27,ENSMUSG00000051285,Pcmtd1,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1
chr1,7397580,7397902,323,*,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE_peak_6,127,.,6.27774,17.54212,12.78761,202,"Exon (ENSMUST00000181554.1/ENSMUST00000181554.1, exon 1 of 3)",1,7160557,7172659,12103,1,319263,ENSMUST00000183204.1,237023,ENSMUSG00000051285,Pcmtd1,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1
chr1,9545486,9545632,147,*,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE_peak_7,29,.,2.93708,6.41372,2.9353,74,Promoter (<=1kb),1,9545408,9547455,2048,1,59014,ENSMUST00000072079.8,78,ENSMUSG00000061024,Rrs1,ribosome biogenesis regulator 1
chr1,9700793,9701122,330,*,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE_peak_8,97,.,5.49302,14.04767,9.7027,87,Promoter (<=1kb),1,9667415,9700209,32795,2,17864,ENSMUST00000088658.10,-584,ENSMUSG00000025912,Mybl1,myeloblastosis oncogene-like 1
chr1,9747636,9748363,728,*,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE_peak_9a,49,.,4.06131,8.68466,4.95081,167,Promoter (<=1kb),1,9747648,9791922,44275,1,73331,ENSMUST00000181821.7,0,NA,1700034P13Rik,RIKEN cDNA 1700034P13 gene
chr1,9747636,9748363,728,*,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE_peak_9b,52,.,3.86807,9.0258,5.2589,392,Promoter (<=1kb),1,9747648,9791922,44275,1,73331,ENSMUST00000181821.7,0,NA,1700034P13Rik,RIKEN cDNA 1700034P13 gene
chr1,9747636,9748363,728,*,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE_peak_9c,55,.,4.24591,9.40541,5.5884,630,Promoter (<=1kb),1,9747648,9791922,44275,1,73331,ENSMUST00000181821.7,0,NA,1700034P13Rik,RIKEN cDNA 1700034P13 gene
chr1,9943662,9943919,258,*,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE_peak_10,61,.,4.98558,10.05148,6.16036,179,Promoter (<=1kb),1,9942025,9944103,2079,2,73824,ENSMUST00000182498.7,184,ENSMUSG00000098234,Snhg6,small nucleolar RNA host gene 6
chr1,10037537,10038025,489,*,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE_peak_11,64,.,4.17752,10.40518,6.4749,217,Promoter (<=1kb),1,10038006,10047534,9529,1,211660,ENSMUST00000191012.6,0,ENSMUSG00000056763,Cspp1,centrosome and spindle pole associated protein 1
chr1,10038295,10038464,170,*,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE_peak_12,44,.,3.80605,8.07885,4.41031,99,Promoter (<=1kb),1,10038262,10067118,28857,1,211660,ENSMUST00000117415.7,33,ENSMUSG00000056763,Cspp1,centrosome and spindle pole associated protein 1
