seqnames,start,end,width,strand,V4,V5,V6,V7,V8,V9,V10,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,geneId,transcriptId,distanceToTSS,ENSEMBL,SYMBOL,GENENAME
chr1,4858522,4858744,223,*,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT_peak_1,68,.,4.66436,10.69334,6.81768,136,Promoter (<=1kb),1,4858038,4897909,39872,1,21399,ENSMUST00000165720.2,484,ENSMUSG00000033813,Tcea1,transcription elongation factor A (SII) 1
chr1,6406516,6406704,189,*,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT_peak_2,131,.,6.36877,17.32861,13.11394,87,Distal Intergenic,1,6359218,6394731,35514,1,620393,ENSMUST00000133144.3,47298,ENSMUSG00000087247,Alkal1,ALK and LTK ligand 1
chr1,6453844,6454586,743,*,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT_peak_3,189,.,6.35073,23.36513,18.91574,557,Distal Intergenic,1,6487231,6860934,373704,1,240690,ENSMUST00000140079.7,-32645,ENSMUSG00000033740,St18,suppression of tumorigenicity 18
chr1,6467154,6467347,194,*,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT_peak_4,105,.,5.75244,14.65389,10.56231,99,Distal Intergenic,1,6487231,6860934,373704,1,240690,ENSMUST00000140079.7,-19884,ENSMUSG00000033740,St18,suppression of tumorigenicity 18
chr1,9545404,9545592,189,*,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT_peak_5,34,.,3.71384,7.09887,3.48694,76,Promoter (<=1kb),1,9545408,9547455,2048,1,59014,ENSMUST00000072079.8,0,ENSMUSG00000061024,Rrs1,ribosome biogenesis regulator 1
chr1,9859070,9859271,202,*,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT_peak_6,73,.,4.93066,11.30156,7.38475,85,"Intron (ENSMUST00000166384.7/170755, intron 1 of 16)",1,9848397,9899853,51457,1,170755,ENSMUST00000097826.5,10673,ENSMUSG00000025915,Sgk3,serum/glucocorticoid regulated kinase 3
chr1,9943985,9944213,229,*,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT_peak_7,90,.,4.67565,13.01069,9.00183,92,Promoter (<=1kb),1,9941959,9944118,2160,2,73824,ENSMUST00000182580.7,0,ENSMUSG00000098234,Snhg6,small nucleolar RNA host gene 6
chr1,13155376,13155725,350,*,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT_peak_8,909,.,16.5134,97.01077,90.90372,166,Promoter (4-5kb),1,13148429,13151018,2590,2,17978,ENSMUST00000133232.1,-4358,ENSMUSG00000005886,Ncoa2,nuclear receptor coactivator 2
chr1,13161480,13161680,201,*,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT_peak_9,38,.,3.66275,7.48153,3.85026,117,"Intron (ENSMUST00000081713.10/17978, intron 13 of 21)",1,13148429,13151018,2590,2,17978,ENSMUST00000133232.1,-10462,ENSMUSG00000005886,Ncoa2,nuclear receptor coactivator 2
chr1,13162445,13162656,212,*,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT_peak_10,183,.,6.92341,22.76483,18.34002,104,"Intron (ENSMUST00000081713.10/17978, intron 12 of 21)",1,13148429,13151018,2590,2,17978,ENSMUST00000133232.1,-11427,ENSMUSG00000005886,Ncoa2,nuclear receptor coactivator 2
chr1,13383581,13383831,251,*,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT_peak_11,225,.,8.20954,27.08368,22.50474,127,Promoter (9-10kb),1,13164501,13374083,209583,2,17978,ENSMUST00000147927.7,-9498,ENSMUSG00000005886,Ncoa2,nuclear receptor coactivator 2
chr1,13521668,13521839,172,*,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT_peak_12,32,.,3.69799,6.81473,3.21542,105,Distal Intergenic,1,13576144,13579798,3655,2,72265,ENSMUST00000185447.1,57959,ENSMUSG00000025935,Tram1,translocating chain-associating membrane protein 1
chr1,13593403,13593613,211,*,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT_peak_13,66,.,4.72522,10.50553,6.6366,108,Promoter (3-4kb),1,13564698,13589910,25213,2,72265,ENSMUST00000027068.10,-3493,ENSMUSG00000025935,Tram1,translocating chain-associating membrane protein 1
chr1,13639510,13639827,318,*,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT_peak_14,130,.,6.14888,17.22924,13.02789,195,Promoter (1-2kb),1,13629995,13638411,8417,2,212442,ENSMUST00000156222.1,-1099,ENSMUSG00000025937,Lactb2,"lactamase, beta 2"
chr1,13660497,13660720,224,*,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT_peak_15,26,.,3.49255,6.14094,2.60425,72,Promoter (<=1kb),1,13623330,13660546,37217,2,212442,ENSMUST00000027071.6,0,ENSMUSG00000025937,Lactb2,"lactamase, beta 2"
chr1,14924892,14925117,226,*,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT_peak_16,81,.,5.1361,12.11505,8.15286,92,Promoter (6-7kb),1,14872648,14918862,46215,2,277328,ENSMUST00000041447.4,-6030,ENSMUSG00000032769,Trpa1,"transient receptor potential cation channel, subfamily A, member 1"
chr1,16104212,16104378,167,*,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT_peak_17,101,.,5.27306,14.25615,10.19036,82,Promoter (<=1kb),1,16101780,16104227,2448,2,19989,ENSMUST00000149566.1,0,ENSMUSG00000043716,Rpl7,ribosomal protein L7
chr1,16642372,16642551,180,*,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT_peak_18,45,.,4.10888,8.22971,4.51438,89,Promoter (5-6kb),1,16643342,16648039,4698,2,67923,ENSMUST00000185393.6,5488,ENSMUSG00000079658,Eloc,elongin C
chr1,16688550,16688696,147,*,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT_peak_19,38,.,3.8928,7.48846,3.8527,80,Promoter (<=1kb),1,16688508,16709537,21030,1,17087,ENSMUST00000190366.1,42,ENSMUSG00000025779,Ly96,lymphocyte antigen 96
chr1,19176278,19176427,150,*,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT_peak_20,38,.,3.90344,7.51135,3.8527,64,Distal Intergenic,1,19208914,19238576,29663,1,21419,ENSMUST00000027059.10,-32487,ENSMUSG00000025927,Tfap2b,transcription factor AP-2 beta
chr1,20740567,20740937,371,*,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT_peak_21,215,.,8.21777,26.05114,21.50691,236,Promoter (9-10kb),1,20730905,20734496,3592,1,16171,ENSMUST00000027061.4,9662,ENSMUSG00000025929,Il17a,interleukin 17A
chr1,20824961,20825368,408,*,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT_peak_22,131,.,6.36877,17.32861,13.11394,267,Promoter (4-5kb),1,20802968,20820312,17345,2,17215,ENSMUST00000053266.10,-4649,ENSMUSG00000041859,Mcm3,minichromosome maintenance complex component 3
chr1,21425763,21425916,154,*,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT_peak_23,89,.,5.34155,12.94534,8.93876,78,"Intron (ENSMUST00000029667.12/226922, intron 10 of 13)",1,21383556,21386373,2818,1,98582,ENSMUST00000147615.1,42207,ENSMUSG00000085079,Khdc1b,KH domain containing 1B
chr1,21632818,21633012,195,*,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT_peak_24,129,.,6.13156,17.1869,12.98705,102,"Intron (ENSMUST00000029667.12/226922, intron 1 of 13)",1,21577644,21855902,278259,2,226922,ENSMUST00000134505.1,222890,ENSMUSG00000028033,Kcnq5,"potassium voltage-gated channel, subfamily Q, member 5"
chr1,21780839,21781066,228,*,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT_peak_25,66,.,4.72522,10.50553,6.6366,117,"Intron (ENSMUST00000029667.12/226922, intron 1 of 13)",1,21577644,21855902,278259,2,226922,ENSMUST00000134505.1,74836,ENSMUSG00000028033,Kcnq5,"potassium voltage-gated channel, subfamily Q, member 5"
chr1,21805263,21805442,180,*,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT_peak_26,84,.,5.09674,12.37976,8.40833,83,"Intron (ENSMUST00000029667.12/226922, intron 1 of 13)",1,21577644,21855902,278259,2,226922,ENSMUST00000134505.1,50460,ENSMUSG00000028033,Kcnq5,"potassium voltage-gated channel, subfamily Q, member 5"
chr1,21836421,21836614,194,*,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT_peak_27,87,.,4.93427,12.68563,8.70262,99,"Intron (ENSMUST00000029667.12/226922, intron 1 of 13)",1,21577644,21855902,278259,2,226922,ENSMUST00000134505.1,19288,ENSMUSG00000028033,Kcnq5,"potassium voltage-gated channel, subfamily Q, member 5"
chr1,21960479,21960812,334,*,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT_peak_28,38,.,3.58015,7.52619,3.86676,95,Promoter (<=1kb),1,21398403,21961581,563179,2,226922,ENSMUST00000029667.12,769,ENSMUSG00000028033,Kcnq5,"potassium voltage-gated channel, subfamily Q, member 5"
chr1,23399626,23399800,175,*,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT_peak_29,26,.,3.49255,6.14094,2.60425,86,Promoter (2-3kb),1,23370268,23397541,27274,2,70155,ENSMUST00000188677.1,-2085,ENSMUSG00000026158,Ogfrl1,opioid growth factor receptor-like 1
chr1,24611591,24612583,993,*,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT_peak_30a,112,.,2.39988,15.38533,11.26829,140,"Exon (ENSMUST00000187714.1/ENSMUST00000187714.1, exon 1 of 1)",1,24263994,24587472,323479,2,12823,ENSMUST00000115244.8,-24119,ENSMUSG00000026141,Col19a1,"collagen, type XIX, alpha 1"
chr1,24611591,24612583,993,*,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT_peak_30b,116,.,2.42391,15.8011,11.65841,301,"Exon (ENSMUST00000187714.1/ENSMUST00000187714.1, exon 1 of 1)",1,24263994,24587472,323479,2,12823,ENSMUST00000115244.8,-24119,ENSMUSG00000026141,Col19a1,"collagen, type XIX, alpha 1"
chr1,24611591,24612583,993,*,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT_peak_30c,136,.,2.53613,17.8445,13.61381,473,"Exon (ENSMUST00000187714.1/ENSMUST00000187714.1, exon 1 of 1)",1,24263994,24587472,323479,2,12823,ENSMUST00000115244.8,-24119,ENSMUSG00000026141,Col19a1,"collagen, type XIX, alpha 1"
chr1,24611591,24612583,993,*,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT_peak_30d,105,.,2.35969,14.65855,10.56648,811,"Exon (ENSMUST00000187714.1/ENSMUST00000187714.1, exon 1 of 1)",1,24263994,24587472,323479,2,12823,ENSMUST00000115244.8,-24119,ENSMUSG00000026141,Col19a1,"collagen, type XIX, alpha 1"
chr1,24612918,24613090,173,*,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT_peak_31a,59,.,2.05389,9.73974,5.91972,77,"Exon (ENSMUST00000188299.1/ENSMUST00000188299.1, exon 1 of 1)",1,24263994,24587472,323479,2,12823,ENSMUST00000115244.8,-25446,ENSMUSG00000026141,Col19a1,"collagen, type XIX, alpha 1"
chr1,24612918,24613090,173,*,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT_peak_31b,21,.,1.73675,5.60084,2.12665,163,"Exon (ENSMUST00000188299.1/ENSMUST00000188299.1, exon 1 of 1)",1,24263994,24587472,323479,2,12823,ENSMUST00000115244.8,-25446,ENSMUSG00000026141,Col19a1,"collagen, type XIX, alpha 1"
chr1,24613146,24615641,2496,*,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT_peak_32a,141,.,2.573,18.44248,14.18359,202,"Exon (ENSMUST00000190277.1/ENSMUST00000190277.1, exon 1 of 1)",1,24263994,24587472,323479,2,12823,ENSMUST00000115244.8,-25674,ENSMUSG00000026141,Col19a1,"collagen, type XIX, alpha 1"
