seqnames,start,end,width,strand,V4,V5,V6,V7,V8,V9,V10,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,geneId,transcriptId,distanceToTSS,ENSEMBL,SYMBOL,GENENAME
chr1,7455027,7455193,167,*,2017_PNAS_Li___STAT5B_IL2-WT-CD4_peak_1,90,.,8.73594,13.54027,9.08176,82,Distal Intergenic,1,7160557,7172659,12103,1,319263,ENSMUST00000183204.1,294470,ENSMUSG00000051285,Pcmtd1,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1
chr1,9833473,9833677,205,*,2017_PNAS_Li___STAT5B_IL2-WT-CD4_peak_2,120,.,9.98115,16.58509,12.00337,105,"Intron (ENSMUST00000166384.7/170755, intron 1 of 16)",1,9848272,9900843,52572,1,170755,ENSMUST00000171265.7,-14595,ENSMUSG00000025915,Sgk3,serum/glucocorticoid regulated kinase 3
chr1,13155498,13155656,159,*,2017_PNAS_Li___STAT5B_IL2-WT-CD4_peak_3,99,.,8.83738,14.40717,9.92367,72,Promoter (4-5kb),1,13148429,13151018,2590,2,17978,ENSMUST00000133232.1,-4480,ENSMUSG00000005886,Ncoa2,nuclear receptor coactivator 2
chr1,13530728,13530886,159,*,2017_PNAS_Li___STAT5B_IL2-WT-CD4_peak_4,90,.,9.01265,13.54027,9.08176,94,Distal Intergenic,1,13576144,13579798,3655,2,72265,ENSMUST00000185447.1,48912,ENSMUSG00000025935,Tram1,translocating chain-associating membrane protein 1
chr1,14746943,14747105,163,*,2017_PNAS_Li___STAT5B_IL2-WT-CD4_peak_5,50,.,5.58574,9.31879,5.04466,87,Promoter (8-9kb),1,14753746,14755353,1608,2,17681,ENSMUST00000190719.1,8248,ENSMUSG00000025930,Msc,musculin
chr1,20740698,20740848,151,*,2017_PNAS_Li___STAT5B_IL2-WT-CD4_peak_6,33,.,4.87245,7.53305,3.38678,72,Promoter (9-10kb),1,20730905,20734496,3592,1,16171,ENSMUST00000027061.4,9793,ENSMUSG00000025929,Il17a,interleukin 17A
chr1,20980483,20980758,276,*,2017_PNAS_Li___STAT5B_IL2-WT-CD4_peak_7,265,.,17.03736,31.58468,26.51879,143,"Intron (ENSMUST00000038447.5/71877, intron 9 of 10)",1,20951688,20990841,39154,1,71877,ENSMUST00000038447.5,28795,ENSMUSG00000041809,Efhc1,EF-hand domain (C-terminal) containing 1
chr1,21333721,21333905,185,*,2017_PNAS_Li___STAT5B_IL2-WT-CD4_peak_8,100,.,8.80058,14.5531,10.06289,93,Distal Intergenic,1,21349641,21352200,2560,1,368204,ENSMUST00000088407.3,-15736,ENSMUSG00000067750,Khdc1a,KH domain containing 1A
chr1,24615881,24616143,263,*,2017_PNAS_Li___STAT5B_IL2-WT-CD4_peak_9,23,.,3.11596,6.41011,2.33567,121,"Exon (ENSMUST00000187117.1/ENSMUST00000187117.1, exon 1 of 1)",1,24263994,24587472,323479,2,12823,ENSMUST00000115244.8,-28409,ENSMUSG00000026141,Col19a1,"collagen, type XIX, alpha 1"
chr1,33883404,33883664,261,*,2017_PNAS_Li___STAT5B_IL2-WT-CD4_peak_10,160,.,9.28189,20.74566,16.03144,112,Promoter (<=1kb),1,33862695,33883480,20786,2,320705,ENSMUST00000195350.5,0,ENSMUSG00000042182,Bend6,BEN domain containing 6
chr1,34212817,34212988,172,*,2017_PNAS_Li___STAT5B_IL2-WT-CD4_peak_11,100,.,9.6039,14.59424,10.0981,80,"Exon (ENSMUST00000183034.4/13518, exon 52 of 103)",1,34236596,34274283,37688,1,13518,ENSMUST00000194192.2,-23608,ENSMUSG00000026131,Dst,dystonin
chr1,34478999,34479165,167,*,2017_PNAS_Li___STAT5B_IL2-WT-CD4_peak_12,47,.,6.49892,8.93183,4.70125,83,Promoter (6-7kb),1,34472720,34475733,3014,1,19253,ENSMUST00000188972.2,6279,ENSMUSG00000026126,Ptpn18,"protein tyrosine phosphatase, non-receptor type 18"
chr1,36293515,36293775,261,*,2017_PNAS_Li___STAT5B_IL2-WT-CD4_peak_13,393,.,21.33262,44.79703,39.34587,138,Distal Intergenic,1,36307733,36319203,11471,1,214855,ENSMUST00000126413.7,-13958,ENSMUSG00000037447,Arid5a,AT rich interactive domain 5A (MRF1-like)
chr1,36296598,36297245,648,*,2017_PNAS_Li___STAT5B_IL2-WT-CD4_peak_14,668,.,27.63746,73.53015,66.87421,394,Distal Intergenic,1,36307733,36319203,11471,1,214855,ENSMUST00000126413.7,-10488,ENSMUSG00000037447,Arid5a,AT rich interactive domain 5A (MRF1-like)
chr1,36303539,36303793,255,*,2017_PNAS_Li___STAT5B_IL2-WT-CD4_peak_15,112,.,10.0624,15.81498,11.27425,86,Promoter (3-4kb),1,36307733,36319203,11471,1,214855,ENSMUST00000126413.7,-3940,ENSMUSG00000037447,Arid5a,AT rich interactive domain 5A (MRF1-like)
chr1,36307895,36308315,421,*,2017_PNAS_Li___STAT5B_IL2-WT-CD4_peak_16,328,.,18.02697,38.10881,32.86208,258,Promoter (<=1kb),1,36307779,36316578,8800,1,214855,ENSMUST00000140218.1,116,ENSMUSG00000037447,Arid5a,AT rich interactive domain 5A (MRF1-like)
chr1,36892609,36892899,291,*,2017_PNAS_Li___STAT5B_IL2-WT-CD4_peak_17,149,.,8.95766,19.6141,14.9406,131,"Intron (ENSMUST00000027290.11/56030, intron 1 of 40)",1,36792191,36939527,147337,2,56030,ENSMUST00000027290.11,46628,ENSMUSG00000026116,Tmem131,transmembrane protein 131
chr1,37478506,37478778,273,*,2017_PNAS_Li___STAT5B_IL2-WT-CD4_peak_18,317,.,18.97436,36.95297,31.73697,136,Promoter (9-10kb),1,37485851,37488605,2755,2,77633,ENSMUST00000192316.1,9827,ENSMUSG00000103948,4930594C11Rik,G1 to S phase transition pseudogene
chr1,37544297,37544666,370,*,2017_PNAS_Li___STAT5B_IL2-WT-CD4_peak_19,306,.,11.28979,35.88099,30.69635,189,Promoter (3-4kb),1,37439340,37541016,101677,2,269181,ENSMUST00000151952.7,-3281,ENSMUSG00000026110,Mgat4a,"mannoside acetylglucosaminyltransferase 4, isoenzyme A"
chr1,37890204,37890507,304,*,2017_PNAS_Li___STAT5B_IL2-WT-CD4_peak_20,50,.,6.18114,9.35185,5.07637,158,Promoter (<=1kb),1,37890477,37898535,8059,1,107734,ENSMUST00000027256.11,0,ENSMUSG00000026087,Mrpl30,mitochondrial ribosomal protein L30
chr1,38777795,38777974,180,*,2017_PNAS_Li___STAT5B_IL2-WT-CD4_peak_21,50,.,6.5189,9.36389,5.08518,89,Distal Intergenic,1,38794509,38821215,26707,2,381338,ENSMUST00000039612.4,43241,ENSMUSG00000048814,Lonrf2,LON peptidase N-terminal domain and ring finger 2
chr1,39123206,39123420,215,*,2017_PNAS_Li___STAT5B_IL2-WT-CD4_peak_22,182,.,13.30172,23.01933,18.22265,99,Distal Intergenic,1,39186896,39186992,97,2,102466631,ENSMUST00000184059.1,63572,ENSMUSG00000098833,Mir6349,microRNA 6349
chr1,39281851,39282270,420,*,2017_PNAS_Li___STAT5B_IL2-WT-CD4_peak_23,614,.,30.458,67.76061,61.40032,204,"Intron (ENSMUST00000173050.7/18143, intron 2 of 2)",1,39341555,39345466,3912,1,18143,ENSMUST00000172825.1,-59285,ENSMUSG00000026077,Npas2,neuronal PAS domain protein 2
chr1,40515256,40515453,198,*,2017_PNAS_Li___STAT5B_IL2-WT-CD4_peak_24,197,.,10.49669,24.53791,19.70292,102,Promoter (<=1kb),1,40515362,40551705,36344,1,16174,ENSMUST00000027237.11,0,ENSMUSG00000026068,Il18rap,interleukin 18 receptor accessory protein
chr1,43536401,43536605,205,*,2017_PNAS_Li___STAT5B_IL2-WT-CD4_peak_25,167,.,11.00482,21.46579,16.71441,103,Promoter (2-3kb),1,43533569,43569342,35774,1,17974,ENSMUST00000114744.2,2832,ENSMUSG00000066877,Nck2,non-catalytic region of tyrosine kinase adaptor protein 2
