seqnames,start,end,width,strand,V4,V5,V6,V7,V8,V9,V10,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,geneId,transcriptId,distanceToTSS,ENSEMBL,SYMBOL,GENENAME
chr1,6453867,6454095,229,*,2017_PNAS_Li___STAT5B_IL2-CD4_peak_1,46,.,6.04196,8.18624,4.65627,125,Distal Intergenic,1,6487231,6860934,373704,1,240690,ENSMUST00000140079.7,-33136,ENSMUSG00000033740,St18,suppression of tumorigenicity 18
chr1,7454956,7455326,371,*,2017_PNAS_Li___STAT5B_IL2-CD4_peak_2,223,.,14.87447,26.3829,22.34052,190,Distal Intergenic,1,7160557,7172659,12103,1,319263,ENSMUST00000183204.1,294399,ENSMUSG00000051285,Pcmtd1,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1
chr1,9833405,9833921,517,*,2017_PNAS_Li___STAT5B_IL2-CD4_peak_3,456,.,23.64219,50.02752,45.61588,169,"Intron (ENSMUST00000166384.7/170755, intron 1 of 16)",1,9848272,9900843,52572,1,170755,ENSMUST00000171265.7,-14351,ENSMUSG00000025915,Sgk3,serum/glucocorticoid regulated kinase 3
chr1,9844810,9844980,171,*,2017_PNAS_Li___STAT5B_IL2-CD4_peak_4,83,.,8.13007,12.06849,8.38775,81,Promoter (3-4kb),1,9848272,9900843,52572,1,170755,ENSMUST00000171265.7,-3292,ENSMUSG00000025915,Sgk3,serum/glucocorticoid regulated kinase 3
chr1,10156188,10156391,204,*,2017_PNAS_Li___STAT5B_IL2-CD4_peak_5,99,.,8.08625,13.72868,9.99139,109,Promoter (1-2kb),1,10147405,10154530,7126,2,211673,ENSMUST00000142497.1,-1658,ENSMUSG00000067851,Arfgef1,ADP-ribosylation factor guanine nucleotide-exchange factor 1(brefeldin A-inhibited)
chr1,12843269,12843428,160,*,2017_PNAS_Li___STAT5B_IL2-CD4_peak_6,112,.,9.47895,15.04665,11.27084,78,Promoter (<=1kb),1,12842791,12861192,18402,1,240725,ENSMUST00000185780.1,478,ENSMUSG00000016918,Sulf1,sulfatase 1
chr1,13155439,13155710,272,*,2017_PNAS_Li___STAT5B_IL2-CD4_peak_7,753,.,32.87605,80.14954,75.37333,148,Promoter (4-5kb),1,13148429,13151018,2590,2,17978,ENSMUST00000133232.1,-4421,ENSMUSG00000005886,Ncoa2,nuclear receptor coactivator 2
chr1,13384353,13384499,147,*,2017_PNAS_Li___STAT5B_IL2-CD4_peak_8,29,.,5.30046,6.35842,2.9414,75,"Intron (ENSMUST00000185813.1/ENSMUST00000185813.1, intron 1 of 1)",1,13164501,13374083,209583,2,17978,ENSMUST00000147927.7,-10270,ENSMUSG00000005886,Ncoa2,nuclear receptor coactivator 2
chr1,13465007,13465355,349,*,2017_PNAS_Li___STAT5B_IL2-CD4_peak_9,390,.,15.18973,43.38077,39.06717,189,Distal Intergenic,1,13164501,13374083,209583,2,17978,ENSMUST00000147927.7,-90924,ENSMUSG00000005886,Ncoa2,nuclear receptor coactivator 2
chr1,13513695,13513905,211,*,2017_PNAS_Li___STAT5B_IL2-CD4_peak_10,65,.,6.66383,10.19656,6.59184,95,Distal Intergenic,1,13576144,13579798,3655,2,72265,ENSMUST00000185447.1,65893,ENSMUSG00000025935,Tram1,translocating chain-associating membrane protein 1
chr1,13530634,13530917,284,*,2017_PNAS_Li___STAT5B_IL2-CD4_peak_11,223,.,14.87447,26.3829,22.34052,152,Distal Intergenic,1,13576144,13579798,3655,2,72265,ENSMUST00000185447.1,48881,ENSMUSG00000025935,Tram1,translocating chain-associating membrane protein 1
chr1,13572723,13572958,236,*,2017_PNAS_Li___STAT5B_IL2-CD4_peak_12,200,.,13.19732,24.02262,20.03585,140,"Intron (ENSMUST00000027068.10/72265, intron 6 of 10)",1,13576144,13579798,3655,2,72265,ENSMUST00000185447.1,6840,ENSMUSG00000025935,Tram1,translocating chain-associating membrane protein 1
chr1,13593122,13593269,148,*,2017_PNAS_Li___STAT5B_IL2-CD4_peak_13,55,.,6.60126,9.09761,5.53465,69,Promoter (3-4kb),1,13564698,13589910,25213,2,72265,ENSMUST00000027068.10,-3212,ENSMUSG00000025935,Tram1,translocating chain-associating membrane protein 1
chr1,13593355,13593529,175,*,2017_PNAS_Li___STAT5B_IL2-CD4_peak_14,66,.,7.27468,10.28919,6.67591,91,Promoter (3-4kb),1,13564698,13589910,25213,2,72265,ENSMUST00000027068.10,-3445,ENSMUSG00000025935,Tram1,translocating chain-associating membrane protein 1
