ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
R-MMU-449147,Signaling by Interleukins,159/3424,263/8828,4.64439188769242e-13,4.913766617178581e-10,3.358628659836519e-10,16178/16177/107527/17082/20849/12912/70247/16331/17164/68652/237313/14360/67603/73914/56480/20852/83430/16878/67245/103554/103583/16160/26420/12330/19052/21402/16189/12981/26397/22187/26398/19175/69077/22123/20851/20850/20848/19192/26406/66997/26399/12702/18453/20969/26443/18035/20663/19167/14281/19179/73086/319153/260423/319151/319148/16198/18708/16195/218624/26419/67089/93834/19173/19229/16880/16197/22631/16185/56438/11908/12703/26413/21762/16180/20112/26416/16912/21770/22324/20662/56468/26410/53603/19697/16452/77125/18034/12982/16184/16169/16181/107746/66998/19177/11909/19182/22034/16175/228769/15162/18706/60505/20416/16194/19172/19185/12977/18033/192656/26409/16476/18710/26445/16818/20111/242700/18707/19181/16193/231130/21682/57914/19247/76399/22190/20907/15289/26965/107607/16162/209590/108960/16156/338374/57296/101568/16170/26440/16190/60504/20909/19053/319520/12367/22186/16161/16168/17463/12362/54721/12402/16154/73699/26441/74769/213208/235584/102626/110651,159
R-MMU-202403,TCR signaling,70/3424,100/8828,2.0510074696762818e-10,1.0849829514587531e-7,7.416011219303188e-8,22637/70247/16331/19264/12503/68652/103554/103583/16822/16428/21402/22187/19175/69077/22123/19192/66997/26443/18035/19167/19179/18708/67089/19173/23880/17444/21762/224105/77647/18607/16912/56550/240354/19697/19211/18761/66998/19177/19271/19182/22034/228769/18803/94212/18706/19172/19185/630146/19260/18033/12042/192656/26409/26445/16818/19181/22190/108723/26965/57296/26440/16797/22186/17463/12500/12501/26441/12988/74769/18481,70
R-MMU-983169,Class I MHC mediated antigen processing & presentation,182/3424,345/8828,5.702105195531169e-8,1.5016546512507688e-5,1.0264020947261748e-5,67923/22019/329152/26554/14897/70247/67921/226541/71865/209462/67345/22213/56371/67588/103554/103583/211007/59044/12330/77371/22210/21402/22187/19175/104184/78889/69077/19155/22123/19192/66997/12702/66156/26443/94090/19167/68497/19179/65256/399566/328234/218203/213311/100503085/22194/218793/218811/142687/67089/19173/211255/380928/30945/17972/56438/17237/12703/70620/22195/21762/207215/208650/78913/50873/240028/67673/74154/21356/14972/16912/21355/15006/15013/15015/110557/15018/15007/15042/15040/15039/110696/224753/14991/224826/106585/12211/225055/56515/56550/240396/226098/30838/17533/14828/66998/19177/22193/16410/56791/19182/22222/14827/12010/70928/17222/140629/228769/24105/81018/20439/50754/70093/19172/19185/67845/20333/109676/99683/66105/107568/67490/230654/76608/26445/75234/69116/74646/22319/242785/76580/12491/19181/100763/242960/52206/71778/231380/69162/59008/30841/22190/212919/215061/22214/26965/387524/67138/73998/22200/74244/14794/50760/57296/15204/22215/207952/76375/26440/19647/20909/77113/22186/12317/20437/50788/17463/170737/209239/140630/26441/109161/235439/93836/17999/71538/70348/211949/69010/321006/23807/19820/59026,182
R-MMU-448424,Interleukin-17 signaling,41/3424,55/8828,7.096666593812707e-8,1.5016546512507688e-5,1.0264020947261748e-5,12912/17164/68652/67603/103583/26420/19052/21402/26397/22187/26398/26399/14281/73086/26419/11908/26413/20112/26416/21770/26410/11909/22034/18033/192656/26409/16476/20111/231130/22190/26965/107607/108960/101568/19053/319520/22186/73699/235584/102626/110651,41
R-MMU-450294,MAP kinase activation,41/3424,55/8828,7.096666593812707e-8,1.5016546512507688e-5,1.0264020947261748e-5,12912/17164/68652/67603/103583/26420/19052/21402/26397/22187/26398/26399/14281/73086/26419/11908/26413/20112/26416/21770/26410/11909/22034/18033/192656/26409/16476/20111/231130/22190/26965/107607/108960/101568/19053/319520/22186/73699/235584/102626/110651,41
R-MMU-8878171,Transcriptional regulation by RUNX1,112/3424,196/8828,1.1189691528759299e-7,1.97311560623789e-5,1.3486522947820417e-5,70247/213464/13982/21423/103554/22187/19175/69077/22123/57376/19192/66997/15081/12418/26443/19167/17420/19179/319185/319191/319159/319160/319187/319153/665433/100041230/319161/665596/319168/319184/319158/319183/69386/319182/260423/319157/319151/319181/319156/319179/319164/319155/319148/326619/214639/13039/66671/12572/67089/19173/13709/328572/77044/21762/239985/16912/13001/12445/18519/66310/67155/76073/16825/14462/140858/11350/66998/19177/19182/16909/228769/12995/241915/69257/19172/19185/13038/319176/97122/99890/51788/18507/26445/54383/93760/22062/12571/19181/69188/66993/19247/208043/22190/83766/15258/56353/12444/320332/57296/109594/26440/12443/22186/20467/17463/22761/15270/214162/26441/18854/21406/20588,112
R-MMU-2454202,Fc epsilon receptor (FCERI) signaling,72/3424,115/8828,1.7221710545301225e-7,2.4639046742656694e-5,1.684113532206263e-5,70247/68652/103554/103583/16822/16428/26420/21402/22187/26398/19175/69077/22123/19192/66997/26443/18035/19167/14281/19179/12313/18708/19056/26419/67089/19173/17444/26413/21762/224105/18607/16912/22324/20662/56550/240354/19697/18761/22325/66998/19177/19182/22034/228769/18803/18019/18706/20416/19172/19185/57257/18033/19055/12042/26409/16476/26445/19181/22165/21682/22190/108723/19353/26965/12315/57296/26440/16797/22186/17463/26441/74769,72
R-MMU-388841,Costimulation by the CD28 family,42/3424,58/8828,1.9555267439944887e-7,2.4639046742656694e-5,1.684113532206263e-5,12487/12477/54167/18566/12503/23797/226849/14360/50723/19052/53859/26932/26931/18708/78757/17444/224105/12524/208154/18607/56716/21770/22324/26410/60533/58205/20779/18706/18710/16818/12540/56717/230979/19247/19353/11652/19053/12500/12501/73699/12988/18481,42
R-MMU-5683057,MAPK family signaling cascades,142/3424,262/8828,2.0959491558025542e-7,2.4639046742656694e-5,1.684113532206263e-5,13869/26554/70247/226525/63953/226849/14360/56484/67603/327826/215449/12323/114716/103573/20742/103554/19052/12981/22187/19175/16706/18015/69077/18673/22123/19192/16416/66997/11465/26443/19167/26932/19179/12313/26931/17169/11472/56705/20418/218294/218397/19418/16195/22330/67089/19173/18039/14586/211255/14083/16185/18591/56438/26413/21762/224105/545156/19252/320484/16912/21770/12445/18188/260409/20662/15200/14164/20743/26403/16452/240672/14585/12982/16184/54519/66998/69601/19177/19182/114715/19419/13537/19262/228769/20779/14173/56458/76089/20416/16194/19172/19185/109905/229776/108058/13645/56692/21894/26445/12540/19181/16193/16590/231474/19415/19247/22190/11461/19353/14255/109880/110157/22371/14177/70686/12315/19060/233046/57296/14256/29875/23859/26440/16797/18218/19414/19053/319520/22186/17463/54721/235072/73699/26441/83961/12988/50772/19417/114713/235584/11836/18481,142
R-MMU-72613,Eukaryotic Translation Initiation,73/3424,118/8828,2.8308924820358723e-7,2.722803859994503e-5,1.8610747704867408e-5,19989/226982/27370/13681/65019/19942/67671/20115/20090/217869/66475/66480/20088/67281/18458/16341/68135/26961/55944/223691/27367/224045/68193/67097/54127/20084/20044/13669/66489/78655/100042807/67204/66481/68028/100043813/68436/13684/67427/20104/108067/67025/19934/13667/20005/100503670/100502825/11837/19988/209354/27979/19951/76846/19943/20103/20085/22121/19899/20068/27050/66085/68052/267019/56347/67186/22186/270106/56040/67891/19944/67248/110954/26905/19982,73
