seqnames,start,end,width,strand,V4,V5,V6,V7,V8,V9,V10,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,geneId,transcriptId,distanceToTSS,ENSEMBL,SYMBOL,GENENAME
chr1,6467190,6467356,167,*,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO_peak_1,78,.,5.5404,11.79668,7.82143,83,Distal Intergenic,1,6487231,6860934,373704,1,240690,ENSMUST00000140079.7,-19875,ENSMUSG00000033740,St18,suppression of tumorigenicity 18
chr1,7397858,7398182,325,*,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO_peak_2,136,.,7.63703,17.94186,13.63185,129,"Exon (ENSMUST00000193732.1/ENSMUST00000193732.1, exon 1 of 5)",1,7160557,7172659,12103,1,319263,ENSMUST00000183204.1,237301,ENSMUSG00000051285,Pcmtd1,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1
chr1,9700387,9700802,416,*,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO_peak_3a,33,.,4.36644,6.95636,3.30519,67,Promoter (<=1kb),1,9667415,9700209,32795,2,17864,ENSMUST00000088658.10,-178,ENSMUSG00000025912,Mybl1,myeloblastosis oncogene-like 1
chr1,9700387,9700802,416,*,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO_peak_3b,40,.,4.6935,7.75116,4.03112,239,Promoter (<=1kb),1,9667415,9700209,32795,2,17864,ENSMUST00000088658.10,-178,ENSMUSG00000025912,Mybl1,myeloblastosis oncogene-like 1
chr1,9748379,9748668,290,*,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO_peak_4,48,.,4.85703,8.57174,4.80806,105,Promoter (<=1kb),1,9718622,9748382,29761,2,70675,ENSMUST00000057438.6,0,ENSMUSG00000045210,Vcpip1,valosin containing protein (p97)/p47 complex interacting protein 1
chr1,9848123,9848279,157,*,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO_peak_5,33,.,4.36644,6.95636,3.30519,72,Promoter (<=1kb),1,9848272,9900843,52572,1,170755,ENSMUST00000171265.7,0,ENSMUSG00000025915,Sgk3,serum/glucocorticoid regulated kinase 3
chr1,9944009,9944275,267,*,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO_peak_6,53,.,4.0854799999999996,9.09299,5.32441,161,Promoter (<=1kb),1,9941959,9944118,2160,2,73824,ENSMUST00000182580.7,0,ENSMUSG00000098234,Snhg6,small nucleolar RNA host gene 6
chr1,12644700,12644919,220,*,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO_peak_7,93,.,4.38671,13.38262,9.312,125,Distal Intergenic,1,12667563,12673090,5528,1,329096,ENSMUST00000181272.1,-22644,ENSMUSG00000097171,Gm17644,"predicted gene, 17644"
chr1,13161501,13161678,178,*,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO_peak_8,89,.,6.32879,13.01637,8.94745,86,"Intron (ENSMUST00000081713.10/17978, intron 13 of 21)",1,13148429,13151018,2590,2,17978,ENSMUST00000133232.1,-10483,ENSMUSG00000005886,Ncoa2,nuclear receptor coactivator 2
chr1,13162438,13162660,223,*,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO_peak_9,116,.,7.14644,15.92028,11.69973,124,"Intron (ENSMUST00000081713.10/17978, intron 12 of 21)",1,13148429,13151018,2590,2,17978,ENSMUST00000133232.1,-11420,ENSMUSG00000005886,Ncoa2,nuclear receptor coactivator 2
