seqnames,start,end,width,strand,V4,V5,V6,V7,V8,V9,V10,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,geneId,transcriptId,distanceToTSS,ENSEMBL,SYMBOL,GENENAME
chr1,13155461,13155609,149,*,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8_peak_1,72,.,4.83408,12.09422,7.26881,64,Promoter (4-5kb),1,13148429,13151018,2590,2,17978,ENSMUST00000133232.1,-4443,ENSMUSG00000005886,Ncoa2,nuclear receptor coactivator 2
chr1,14924965,14925131,167,*,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8_peak_2,51,.,5.29124,9.94139,5.19412,74,Distal Intergenic,1,14872648,14918862,46215,2,277328,ENSMUST00000041447.4,-6103,ENSMUSG00000032769,Trpa1,"transient receptor potential cation channel, subfamily A, member 1"
chr1,20740661,20740890,230,*,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8_peak_3,111,.,6.7734,16.00986,11.11591,105,Distal Intergenic,1,20730905,20734496,3592,1,16171,ENSMUST00000027061.4,9756,ENSMUSG00000025929,Il17a,interleukin 17A
chr1,21780908,21781056,149,*,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8_peak_4,28,.,4.40937,7.38156,2.82075,104,"Intron (ENSMUST00000029667.12/226922, intron 1 of 13)",1,21577644,21855902,278259,2,226922,ENSMUST00000134505.1,74846,ENSMUSG00000028033,Kcnq5,"potassium voltage-gated channel, subfamily Q, member 5"
chr1,24611532,24611988,457,*,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8_peak_5,234,.,2.65604,28.44011,23.42649,222,"Exon (ENSMUST00000187714.1/ENSMUST00000187714.1, exon 1 of 1)",1,24263994,24587472,323479,2,12823,ENSMUST00000115244.8,-24060,ENSMUSG00000026141,Col19a1,"collagen, type XIX, alpha 1"
chr1,24612141,24612603,463,*,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8_peak_6,224,.,2.62743,27.46685,22.46366,306,"Exon (ENSMUST00000187714.1/ENSMUST00000187714.1, exon 1 of 1)",1,24263994,24587472,323479,2,12823,ENSMUST00000115244.8,-24669,ENSMUSG00000026141,Col19a1,"collagen, type XIX, alpha 1"
chr1,24612895,24615577,2683,*,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8_peak_7a,157,.,2.42735,20.70091,15.76264,112,"Exon (ENSMUST00000188299.1/ENSMUST00000188299.1, exon 1 of 1)",1,24263994,24587472,323479,2,12823,ENSMUST00000115244.8,-25423,ENSMUSG00000026141,Col19a1,"collagen, type XIX, alpha 1"
chr1,24612895,24615577,2683,*,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8_peak_7b,278,.,2.81046,32.8996,27.83312,573,"Exon (ENSMUST00000188299.1/ENSMUST00000188299.1, exon 1 of 1)",1,24263994,24587472,323479,2,12823,ENSMUST00000115244.8,-25423,ENSMUSG00000026141,Col19a1,"collagen, type XIX, alpha 1"
chr1,24612895,24615577,2683,*,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8_peak_7c,242,.,2.68479,29.27364,24.250610000000002,846,"Exon (ENSMUST00000188299.1/ENSMUST00000188299.1, exon 1 of 1)",1,24263994,24587472,323479,2,12823,ENSMUST00000115244.8,-25423,ENSMUSG00000026141,Col19a1,"collagen, type XIX, alpha 1"
chr1,24612895,24615577,2683,*,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8_peak_7d,288,.,2.83765,33.92381,28.84401,1029,"Exon (ENSMUST00000188299.1/ENSMUST00000188299.1, exon 1 of 1)",1,24263994,24587472,323479,2,12823,ENSMUST00000115244.8,-25423,ENSMUSG00000026141,Col19a1,"collagen, type XIX, alpha 1"
chr1,24612895,24615577,2683,*,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8_peak_7e,258,.,2.73945,30.91647,25.87499,1600,"Exon (ENSMUST00000188299.1/ENSMUST00000188299.1, exon 1 of 1)",1,24263994,24587472,323479,2,12823,ENSMUST00000115244.8,-25423,ENSMUSG00000026141,Col19a1,"collagen, type XIX, alpha 1"
chr1,24612895,24615577,2683,*,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8_peak_7f,256,.,2.73325,30.63952,25.60132,1966,"Exon (ENSMUST00000188299.1/ENSMUST00000188299.1, exon 1 of 1)",1,24263994,24587472,323479,2,12823,ENSMUST00000115244.8,-25423,ENSMUSG00000026141,Col19a1,"collagen, type XIX, alpha 1"
chr1,24612895,24615577,2683,*,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8_peak_7g,231,.,2.64953,28.16845,23.15759,2268,"Exon (ENSMUST00000188299.1/ENSMUST00000188299.1, exon 1 of 1)",1,24263994,24587472,323479,2,12823,ENSMUST00000115244.8,-25423,ENSMUSG00000026141,Col19a1,"collagen, type XIX, alpha 1"
chr1,24615632,24616185,554,*,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8_peak_8,208,.,2.56339,25.88335,20.89726,345,"Exon (ENSMUST00000187117.1/ENSMUST00000187117.1, exon 1 of 1)",1,24263994,24587472,323479,2,12823,ENSMUST00000115244.8,-28160,ENSMUSG00000026141,Col19a1,"collagen, type XIX, alpha 1"
chr1,40358931,40359120,190,*,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8_peak_9,74,.,6.40778,12.31937,7.48793,95,"Intron (ENSMUST00000095020.8/107527, intron 9 of 10)",1,40325611,40329171,3561,1,107527,ENSMUST00000193388.1,33320,ENSMUSG00000070942,Il1rl2,interleukin 1 receptor-like 2
chr1,40847648,40847838,191,*,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8_peak_10,92,.,6.25237,14.0991,9.23093,99,"Intron (ENSMUST00000114765.3/381339, intron 4 of 4)",1,40805601,40856887,51287,1,381339,ENSMUST00000114765.3,42047,ENSMUSG00000079588,Tmem182,transmembrane protein 182
chr1,52039289,52039465,177,*,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8_peak_11,98,.,6.12942,14.67769,9.80092,80,"Intron (ENSMUST00000168302.7/20849, intron 4 of 24)",1,52008626,52072444,63819,1,20849,ENSMUST00000187053.1,30663,ENSMUSG00000062939,Stat4,signal transducer and activator of transcription 4
chr1,59180104,59180250,147,*,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8_peak_12,54,.,5.2313,10.18194,5.42733,78,"Exon (ENSMUST00000027178.12/74018, exon 23 of 34)",1,59120935,59163389,42455,2,227157,ENSMUST00000114275.8,-16715,ENSMUSG00000079550,Mpp4,"membrane protein, palmitoylated 4 (MAGUK p55 subfamily member 4)"
chr1,69544310,69544468,159,*,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8_peak_13,44,.,4.68338,9.12097,4.42099,73,"Intron (ENSMUST00000187100.1/ENSMUST00000187100.1, intron 3 of 3)",1,69538768,69684157,145390,2,22779,ENSMUST00000188110.6,139689,ENSMUSG00000025997,Ikzf2,IKAROS family zinc finger 2
