seqnames,start,end,width,strand,V4,V5,V6,V7,V8,V9,V10,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,geneId,transcriptId,distanceToTSS,ENSEMBL,SYMBOL,GENENAME
chr1,24684062,24684260,199,*,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT_peak_1,100,.,9.73019,15.92144,10.04287,99,Promoter (5-6kb),1,24678926,24766301,87376,1,68421,ENSMUST00000095062.9,5136,ENSMUSG00000073725,Lmbrd1,LMBR1 domain containing 1
chr1,36264256,36264413,158,*,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT_peak_2,46,.,7.17224,9.84018,4.68457,78,Promoter (9-10kb),1,36264597,36273435,8839,2,214854,ENSMUST00000056946.7,9022,ENSMUSG00000047180,Neurl3,neuralized E3 ubiquitin protein ligase 3
chr1,37327382,37327614,233,*,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT_peak_3,100,.,10.28326,15.92144,10.04287,104,"Intron (ENSMUST00000146676.1/269180, intron 1 of 1)",1,37300308,37408733,108426,1,269180,ENSMUST00000136846.7,27074,ENSMUSG00000026113,Inpp4a,"inositol polyphosphate-4-phosphatase, type I"
chr1,39986967,39987194,228,*,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT_peak_4,114,.,10.55979,17.52889,11.4938,118,"Intron (ENSMUST00000163854.8/26921, intron 10 of 30)",1,39999595,40000561,967,1,26921,ENSMUST00000195356.1,-12401,ENSMUSG00000026074,Map4k4,mitogen-activated protein kinase kinase kinase kinase 4
chr1,40469989,40470195,207,*,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT_peak_5,72,.,8.27838,12.80531,7.27014,105,Promoter (3-4kb),1,40466006,40500854,34849,1,16182,ENSMUST00000108044.3,3983,ENSMUSG00000026070,Il18r1,interleukin 18 receptor 1
chr1,40475730,40476014,285,*,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT_peak_6,144,.,11.94247,20.83147,14.49783,153,Promoter (9-10kb),1,40466006,40500854,34849,1,16182,ENSMUST00000108044.3,9724,ENSMUSG00000026070,Il18r1,interleukin 18 receptor 1
chr1,43933523,43933703,181,*,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT_peak_7,72,.,8.20924,12.80531,7.27014,87,Promoter (<=1kb),1,43933647,43949405,15759,1,22019,ENSMUST00000185579.6,0,ENSMUSG00000041763,Tpp2,tripeptidyl peptidase II
chr1,51584904,51585403,500,*,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT_peak_8,144,.,12.0116,20.83147,14.49783,315,"Intron (ENSMUST00000189410.1/100045066, intron 2 of 3)",1,51509505,51596718,87214,2,100045066,ENSMUST00000189410.1,11315,ENSMUSG00000099413,Gm17767,"predicted gene, 17767"
chr1,51934699,51934850,152,*,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT_peak_9,46,.,6.82657,9.84018,4.68457,79,Distal Intergenic,1,51749765,51916071,166307,2,17912,ENSMUST00000046390.13,-18628,ENSMUSG00000018417,Myo1b,myosin IB
chr1,52019726,52019986,261,*,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT_peak_10,86,.,9.45365,14.34607,8.63601,143,"Intron (ENSMUST00000168302.7/20849, intron 4 of 24)",1,52008626,52072444,63819,1,20849,ENSMUST00000187053.1,11100,ENSMUSG00000062939,Stat4,signal transducer and activator of transcription 4
chr1,52034799,52035169,371,*,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT_peak_11,129,.,11.52767,19.1662,12.97707,134,"Intron (ENSMUST00000168302.7/20849, intron 4 of 24)",1,52008626,52072444,63819,1,20849,ENSMUST00000187053.1,26173,ENSMUSG00000062939,Stat4,signal transducer and activator of transcription 4
chr1,53774090,53774245,156,*,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT_peak_12,46,.,7.31051,9.84018,4.68457,78,"Intron (ENSMUST00000027263.13/98267, intron 2 of 7)",1,53761149,53785157,24009,2,98267,ENSMUST00000185920.1,10912,ENSMUSG00000026094,Stk17b,serine/threonine kinase 17b (apoptosis-inducing)
chr1,54660720,54661006,287,*,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT_peak_13,160,.,12.63381,22.52301,16.04511,165,Promoter (3-4kb),1,54649097,54657687,8591,2,329154,ENSMUST00000178156.7,-3033,ENSMUSG00000052331,Ankrd44,ankyrin repeat domain 44
chr1,54841923,54842098,176,*,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT_peak_14,72,.,8.20924,12.80531,7.27014,87,"Intron (ENSMUST00000179030.7/329154, intron 1 of 27)",1,54762368,54813443,51076,2,329154,ENSMUST00000178905.1,-28480,ENSMUSG00000052331,Ankrd44,ankyrin repeat domain 44
