seqnames,start,end,width,strand,V4,V5,V6,V7,V8,V9,V10,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,geneId,transcriptId,distanceToTSS,ENSEMBL,SYMBOL,GENENAME
chr1,9833565,9833772,208,*,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8_peak_1,114,.,9.1443,16.21722,11.47531,105,"Intron (ENSMUST00000166384.7/170755, intron 1 of 16)",1,9848272,9900843,52572,1,170755,ENSMUST00000171265.7,-14500,ENSMUSG00000025915,Sgk3,serum/glucocorticoid regulated kinase 3
chr1,13294890,13295036,147,*,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8_peak_2,50,.,5.54735,9.31879,5.06168,88,Promoter (4-5kb),1,13190106,13299722,109617,2,17978,ENSMUST00000145280.1,4686,ENSMUSG00000005886,Ncoa2,nuclear receptor coactivator 2
chr1,13301578,13301833,256,*,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8_peak_3,301,.,16.71671,35.97642,30.14544,119,Promoter (1-2kb),1,13190106,13299722,109617,2,17978,ENSMUST00000145280.1,-1856,ENSMUSG00000005886,Ncoa2,nuclear receptor coactivator 2
chr1,13465051,13465197,147,*,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8_peak_4,60,.,7.36931,10.37164,6.06127,119,Distal Intergenic,1,13164501,13374083,209583,2,17978,ENSMUST00000147927.7,-90968,ENSMUSG00000005886,Ncoa2,nuclear receptor coactivator 2
chr1,13660494,13660693,200,*,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8_peak_5,49,.,6.33245,9.09761,4.90544,130,Promoter (<=1kb),1,13623330,13660546,37217,2,212442,ENSMUST00000027071.6,0,ENSMUSG00000025937,Lactb2,"lactamase, beta 2"
chr1,16177786,16177932,147,*,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8_peak_6,49,.,6.92825,9.22364,4.97064,70,Distal Intergenic,1,16130502,16132547,2046,1,98711,ENSMUST00000152626.1,47284,ENSMUSG00000025921,Rdh10,retinol dehydrogenase 10 (all-trans)
chr1,16228019,16228210,192,*,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8_peak_7,154,.,11.64681,20.4314,15.43731,108,Downstream (<1kb),1,16130502,16132547,2046,1,98711,ENSMUST00000152626.1,97517,ENSMUSG00000025921,Rdh10,retinol dehydrogenase 10 (all-trans)
chr1,16534281,16534455,175,*,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8_peak_8,77,.,6.64504,12.18861,7.7334,76,Distal Intergenic,1,16228816,16520112,291297,2,29819,ENSMUST00000162435.7,-14169,ENSMUSG00000025920,Stau2,staufen double-stranded RNA binding protein 2
chr1,16688836,16688982,147,*,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8_peak_9,49,.,6.40397,9.22364,4.97064,124,Promoter (<=1kb),1,16688508,16709537,21030,1,17087,ENSMUST00000190366.1,328,ENSMUSG00000025779,Ly96,lymphocyte antigen 96
chr1,20740625,20740788,164,*,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8_peak_10,40,.,5.79593,8.18624,4.05713,87,Distal Intergenic,1,20730905,20734496,3592,1,16171,ENSMUST00000027061.4,9720,ENSMUSG00000025929,Il17a,interleukin 17A
