seqnames,start,end,width,strand,V4,V5,V6,V7,V8,V9,V10,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,geneId,transcriptId,distanceToTSS,ENSEMBL,SYMBOL,GENENAME
chr1,7147276,7147424,149,*,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8_peak_1,36,.,5.92977,7.97737,3.67589,118,Promoter (<=1kb),1,7147637,7170076,22440,1,319263,ENSMUST00000182675.7,-213,ENSMUSG00000051285,Pcmtd1,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1
chr1,9847489,9847997,509,*,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8_peak_2a,45,.,6.59139,9.22364,4.56469,192,Promoter (<=1kb),1,9848272,9900843,52572,1,170755,ENSMUST00000171265.7,-275,ENSMUSG00000025915,Sgk3,serum/glucocorticoid regulated kinase 3
chr1,9847489,9847997,509,*,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8_peak_2b,28,.,5.26815,6.77633,2.84627,440,Promoter (<=1kb),1,9848272,9900843,52572,1,170755,ENSMUST00000171265.7,-275,ENSMUSG00000025915,Sgk3,serum/glucocorticoid regulated kinase 3
chr1,13155627,13155999,373,*,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8_peak_3,64,.,8.24543,11.83566,6.46909,258,Promoter (4-5kb),1,13148429,13151018,2590,2,17978,ENSMUST00000133232.1,-4609,ENSMUSG00000005886,Ncoa2,nuclear receptor coactivator 2
chr1,13161417,13161737,321,*,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8_peak_4,49,.,6.60364,9.68741,4.97174,238,"Intron (ENSMUST00000081713.10/17978, intron 13 of 21)",1,13148429,13151018,2590,2,17978,ENSMUST00000133232.1,-10399,ENSMUSG00000005886,Ncoa2,nuclear receptor coactivator 2
chr1,13162065,13162259,195,*,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8_peak_5,29,.,5.17511,6.95301,2.95214,72,"Exon (ENSMUST00000081713.10/17978, exon 13 of 22)",1,13148429,13151018,2590,2,17978,ENSMUST00000133232.1,-11047,ENSMUSG00000005886,Ncoa2,nuclear receptor coactivator 2
chr1,13162567,13162722,156,*,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8_peak_6,38,.,5.96555,8.18624,3.83135,85,"Intron (ENSMUST00000081713.10/17978, intron 12 of 21)",1,13148429,13151018,2590,2,17978,ENSMUST00000133232.1,-11549,ENSMUSG00000005886,Ncoa2,nuclear receptor coactivator 2
chr1,13258134,13258285,152,*,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8_peak_7,13,.,3.10896,4.70046,1.38183,64,"Intron (ENSMUST00000081713.10/17978, intron 2 of 21)",1,13190106,13299722,109617,2,17978,ENSMUST00000145280.1,41437,ENSMUSG00000005886,Ncoa2,nuclear receptor coactivator 2
chr1,13288013,13288222,210,*,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8_peak_8,20,.,4.88221,5.53929,2.01218,165,"Intron (ENSMUST00000081713.10/17978, intron 1 of 21)",1,13190106,13299722,109617,2,17978,ENSMUST00000145280.1,11500,ENSMUSG00000005886,Ncoa2,nuclear receptor coactivator 2
chr1,13289542,13290195,654,*,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8_peak_9a,36,.,5.9543,7.99793,3.67589,84,"Exon (ENSMUST00000194484.1/ENSMUST00000194484.1, exon 1 of 1)",1,13190106,13299722,109617,2,17978,ENSMUST00000145280.1,9527,ENSMUSG00000005886,Ncoa2,nuclear receptor coactivator 2
