seqnames,start,end,width,strand,V4,V5,V6,V7,V8,V9,V10,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,geneId,transcriptId,distanceToTSS,ENSEMBL,SYMBOL,GENENAME
chr1,7455008,7455230,223,*,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4_peak_1,212,.,14.24471,26.3829,21.25954,107,Distal Intergenic,1,7160557,7172659,12103,1,319263,ENSMUST00000183204.1,294451,ENSMUSG00000051285,Pcmtd1,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1
chr1,9833495,9833702,208,*,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4_peak_2,134,.,10.99667,18.15338,13.41512,104,"Intron (ENSMUST00000166384.7/170755, intron 1 of 16)",1,9848272,9900843,52572,1,170755,ENSMUST00000171265.7,-14570,ENSMUSG00000025915,Sgk3,serum/glucocorticoid regulated kinase 3
chr1,13530726,13530886,161,*,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4_peak_3,76,.,8.10953,12.06849,7.62306,87,Distal Intergenic,1,13576144,13579798,3655,2,72265,ENSMUST00000185447.1,48912,ENSMUSG00000025935,Tram1,translocating chain-associating membrane protein 1
chr1,20980466,20980753,288,*,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4_peak_4,212,.,14.69582,26.3829,21.25954,146,"Intron (ENSMUST00000038447.5/71877, intron 9 of 10)",1,20951688,20990841,39154,1,71877,ENSMUST00000038447.5,28778,ENSMUSG00000041809,Efhc1,EF-hand domain (C-terminal) containing 1
chr1,33883409,33883620,212,*,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4_peak_5,116,.,7.73328,16.31975,11.66541,108,Promoter (<=1kb),1,33862695,33883480,20786,2,320705,ENSMUST00000195350.5,0,ENSMUSG00000042182,Bend6,BEN domain containing 6
chr1,34212813,34213005,193,*,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4_peak_6,144,.,11.69815,19.18973,14.40566,90,"Exon (ENSMUST00000183034.4/13518, exon 52 of 103)",1,34236596,34274283,37688,1,13518,ENSMUST00000194192.2,-23591,ENSMUSG00000026131,Dst,dystonin
chr1,36293523,36293765,243,*,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4_peak_7,243,.,15.40831,29.57269,24.30954,125,Distal Intergenic,1,36307733,36319203,11471,1,214855,ENSMUST00000126413.7,-13968,ENSMUSG00000037447,Arid5a,AT rich interactive domain 5A (MRF1-like)
chr1,36296638,36297223,586,*,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4_peak_8,374,.,18.70387,43.56146,37.41681,357,Distal Intergenic,1,36307733,36319203,11471,1,214855,ENSMUST00000126413.7,-10510,ENSMUSG00000037447,Arid5a,AT rich interactive domain 5A (MRF1-like)
chr1,36303551,36303791,241,*,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4_peak_9,80,.,7.98452,12.52288,8.0541,91,Promoter (3-4kb),1,36307733,36319203,11471,1,214855,ENSMUST00000126413.7,-3942,ENSMUSG00000037447,Arid5a,AT rich interactive domain 5A (MRF1-like)
chr1,36307924,36308308,385,*,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4_peak_10,219,.,14.12934,27.10779,21.95169,229,Promoter (<=1kb),1,36307779,36316578,8800,1,214855,ENSMUST00000140218.1,145,ENSMUSG00000037447,Arid5a,AT rich interactive domain 5A (MRF1-like)
chr1,36761082,36761287,206,*,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4_peak_11,69,.,7.09652,11.34488,6.9436,100,Promoter (<=1kb),1,36761798,36782818,21021,1,22637,ENSMUST00000027291.6,-511,ENSMUSG00000026117,Zap70,zeta-chain (TCR) associated protein kinase
chr1,36892610,36892887,278,*,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4_peak_12,116,.,7.98699,16.31975,11.66541,128,"Intron (ENSMUST00000027290.11/56030, intron 1 of 40)",1,36792191,36939527,147337,2,56030,ENSMUST00000027290.11,46640,ENSMUSG00000026116,Tmem131,transmembrane protein 131
chr1,37478514,37478786,273,*,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4_peak_13,261,.,16.77096,31.58468,26.19102,133,"Intron (ENSMUST00000042161.14/269181, intron 4 of 14)",1,37485851,37488605,2755,2,77633,ENSMUST00000192316.1,9819,ENSMUSG00000103948,4930594C11Rik,G1 to S phase transition pseudogene
chr1,37491867,37492014,148,*,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4_peak_14,59,.,6.94434,10.28919,5.94733,71,Promoter (2-3kb),1,37487193,37488982,1790,2,77633,ENSMUST00000151866.1,-2885,ENSMUSG00000103948,4930594C11Rik,G1 to S phase transition pseudogene
chr1,37544294,37544671,378,*,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4_peak_15,195,.,8.78108,24.58018,19.55581,187,Promoter (3-4kb),1,37439340,37541016,101677,2,269181,ENSMUST00000151952.7,-3278,ENSMUSG00000026110,Mgat4a,"mannoside acetylglucosaminyltransferase 4, isoenzyme A"
chr1,37890157,37890515,359,*,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4_peak_16,115,.,8.91275,16.23185,11.58319,213,Promoter (<=1kb),1,37890477,37898535,8059,1,107734,ENSMUST00000027256.11,0,ENSMUSG00000026087,Mrpl30,mitochondrial ribosomal protein L30
chr1,39123214,39123400,187,*,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4_peak_17,91,.,8.11137,13.72868,9.19323,81,Distal Intergenic,1,39186896,39186992,97,2,102466631,ENSMUST00000184059.1,63592,ENSMUSG00000098833,Mir6349,microRNA 6349
chr1,39281842,39282244,403,*,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4_peak_18,364,.,21.10167,42.46889,36.40086,217,"Intron (ENSMUST00000173050.7/18143, intron 2 of 2)",1,39341555,39345466,3912,1,18143,ENSMUST00000172825.1,-59311,ENSMUSG00000026077,Npas2,neuronal PAS domain protein 2
chr1,40515265,40515463,199,*,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4_peak_19,149,.,9.2656,19.76385,14.95722,105,Promoter (<=1kb),1,40515362,40551705,36344,1,16174,ENSMUST00000027237.11,0,ENSMUSG00000026068,Il18rap,interleukin 18 receptor accessory protein
chr1,43536395,43536589,195,*,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4_peak_20,140,.,10.26793,18.79928,14.02547,100,Promoter (2-3kb),1,43533569,43569342,35774,1,17974,ENSMUST00000114744.2,2826,ENSMUSG00000066877,Nck2,non-catalytic region of tyrosine kinase adaptor protein 2
chr1,43766372,43766585,214,*,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4_peak_21,134,.,10.81623,18.15338,13.41512,124,"Intron (ENSMUST00000126008.7/67883, intron 9 of 14)",1,43730602,43742578,11977,1,78896,ENSMUST00000027217.8,35770,ENSMUSG00000026051,Ecrg4,ECRG4 augurin precursor
chr1,43880513,43880668,156,*,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4_peak_22,98,.,9.09746,14.40717,9.85664,88,Distal Intergenic,1,43765007,43827800,62794,2,67883,ENSMUST00000139451.7,-52713,ENSMUSG00000057363,Uxs1,UDP-glucuronate decarboxylase 1
chr1,46864323,46864616,294,*,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4_peak_23,232,.,13.50276,28.4555,23.22889,139,"Intron (ENSMUST00000186852.1/227059, intron 1 of 1)",1,46807544,46854046,46503,2,227059,ENSMUST00000027131.5,-10277,ENSMUSG00000025986,Slc39a10,"solute carrier family 39 (zinc transporter), member 10"
chr1,51092503,51092654,152,*,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4_peak_24,92,.,8.15488,13.83564,9.29815,83,"Intron (ENSMUST00000081851.3/56363, intron 5 of 9)",1,50927519,51187270,259752,1,56363,ENSMUST00000081851.3,164984,ENSMUSG00000026109,Tmeff2,transmembrane protein with EGF-like and two follistatin-like domains 2
chr1,51509628,51510063,436,*,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4_peak_25,408,.,21.48605,47.3205,40.85008,224,Promoter (2-3kb),1,51507086,51512329,5244,2,100045066,ENSMUST00000190169.1,2266,ENSMUSG00000099413,Gm17767,"predicted gene, 17767"
chr1,51513064,51513365,302,*,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4_peak_26,260,.,14.64447,31.36613,26.00319,150,Promoter (<=1kb),1,51507086,51512329,5244,2,100045066,ENSMUST00000190169.1,-735,ENSMUSG00000099413,Gm17767,"predicted gene, 17767"
chr1,51514425,51514954,530,*,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4_peak_27a,336,.,16.66637,39.53259,33.69346,244,Promoter (2-3kb),1,51507086,51512329,5244,2,100045066,ENSMUST00000190169.1,-2096,ENSMUSG00000099413,Gm17767,"predicted gene, 17767"
chr1,51514425,51514954,530,*,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4_peak_27b,28,.,5.0034,6.95301,2.80312,471,Promoter (2-3kb),1,51507086,51512329,5244,2,100045066,ENSMUST00000190169.1,-2096,ENSMUSG00000099413,Gm17767,"predicted gene, 17767"
chr1,51535173,51535372,200,*,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4_peak_28,111,.,9.49688,15.81498,11.19357,103,"Intron (ENSMUST00000189410.1/100045066, intron 3 of 3)",1,51507086,51512329,5244,2,100045066,ENSMUST00000190169.1,-22844,ENSMUSG00000099413,Gm17767,"predicted gene, 17767"
