seqnames,start,end,width,strand,V4,V5,V6,V7,V8,V9,V10,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,geneId,transcriptId,distanceToTSS,ENSEMBL,SYMBOL,GENENAME
chr1,12644687,12644924,238,*,2017_PNAS_Li___STAT5B_noIL2-CD8_peak_1,236,.,15.18653,29.26467,23.68521,120,Distal Intergenic,1,12667563,12673090,5528,1,329096,ENSMUST00000181272.1,-22639,ENSMUSG00000097171,Gm17644,"predicted gene, 17644"
chr1,19176187,19176432,246,*,2017_PNAS_Li___STAT5B_noIL2-CD8_peak_2,269,.,16.22262,32.57494,26.92494,125,Distal Intergenic,1,19208914,19238576,29663,1,21419,ENSMUST00000027059.10,-32482,ENSMUSG00000025927,Tfap2b,transcription factor AP-2 beta
chr1,22555815,22556047,233,*,2017_PNAS_Li___STAT5B_noIL2-CD8_peak_3,103,.,9.5064,15.59401,10.39082,117,"Intron (ENSMUST00000081544.12/116837, intron 5 of 31)",1,22288422,22432843,144422,2,116837,ENSMUST00000185942.1,-122972,ENSMUSG00000041670,Rims1,regulating synaptic membrane exocytosis 1
chr1,24612408,24612557,150,*,2017_PNAS_Li___STAT5B_noIL2-CD8_peak_4,53,.,3.4757,10.31237,5.31649,78,"Exon (ENSMUST00000187714.1/ENSMUST00000187714.1, exon 1 of 1)",1,24263994,24587472,323479,2,12823,ENSMUST00000115244.8,-24936,ENSMUSG00000026141,Col19a1,"collagen, type XIX, alpha 1"
chr1,24613563,24613825,263,*,2017_PNAS_Li___STAT5B_noIL2-CD8_peak_5,89,.,4.07749,14.11951,8.96155,91,"Exon (ENSMUST00000190277.1/ENSMUST00000190277.1, exon 1 of 1)",1,24263994,24587472,323479,2,12823,ENSMUST00000115244.8,-26091,ENSMUSG00000026141,Col19a1,"collagen, type XIX, alpha 1"
chr1,24614966,24615247,282,*,2017_PNAS_Li___STAT5B_noIL2-CD8_peak_6,76,.,3.87293,12.7913,7.68397,88,"Exon (ENSMUST00000188231.1/ENSMUST00000188231.1, exon 1 of 1)",1,24263994,24587472,323479,2,12823,ENSMUST00000115244.8,-27494,ENSMUSG00000026141,Col19a1,"collagen, type XIX, alpha 1"
chr1,24615750,24616112,363,*,2017_PNAS_Li___STAT5B_noIL2-CD8_peak_7a,21,.,2.86731,6.91837,2.13098,124,"Exon (ENSMUST00000187117.1/ENSMUST00000187117.1, exon 1 of 1)",1,24263994,24587472,323479,2,12823,ENSMUST00000115244.8,-28278,ENSMUSG00000026141,Col19a1,"collagen, type XIX, alpha 1"
chr1,24615750,24616112,363,*,2017_PNAS_Li___STAT5B_noIL2-CD8_peak_7b,26,.,2.96619,7.44157,2.62504,247,"Exon (ENSMUST00000187117.1/ENSMUST00000187117.1, exon 1 of 1)",1,24263994,24587472,323479,2,12823,ENSMUST00000115244.8,-28278,ENSMUSG00000026141,Col19a1,"collagen, type XIX, alpha 1"
chr1,41917955,41918101,147,*,2017_PNAS_Li___STAT5B_noIL2-CD8_peak_8,89,.,8.78323,14.06182,8.90666,77,"Intron (ENSMUST00000186391.1/ENSMUST00000186391.1, intron 4 of 5)",1,42648200,42651679,3480,2,66297,ENSMUST00000176977.7,733578,ENSMUSG00000060424,Pantr1,"POU domain, class 3, transcription factor 3 adjacent noncoding transcript 1"
chr1,44201171,44201415,245,*,2017_PNAS_Li___STAT5B_noIL2-CD8_peak_9,189,.,13.20568,24.3711,18.90719,130,Downstream (2-3kb),1,44206425,44218913,12489,2,403183,ENSMUST00000150062.1,17498,ENSMUSG00000046828,Mettl21e,methyltransferase like 21E
chr1,44951139,44951380,242,*,2017_PNAS_Li___STAT5B_noIL2-CD8_peak_10,180,.,12.71213,23.45546,18.01394,134,Distal Intergenic,1,44739676,44744949,5274,2,75066,ENSMUST00000186732.1,-206190,ENSMUSG00000101701,4930521E06Rik,RIKEN cDNA 4930521E06 gene
chr1,46076029,46076222,194,*,2017_PNAS_Li___STAT5B_noIL2-CD8_peak_11,99,.,8.84711,15.12776,9.936,95,"Intron (ENSMUST00000238593.1/227058, intron 2 of 65)",1,46066853,46373546,306694,1,227058,ENSMUST00000238212.1,9176,ENSMUSG00000041144,Dnah7b,"dynein, axonemal, heavy chain 7B"
chr1,46732481,46732725,245,*,2017_PNAS_Li___STAT5B_noIL2-CD8_peak_12,208,.,13.8539,26.36859,20.85975,136,"Intron (ENSMUST00000189749.6/100101919, intron 49 of 64)",1,46654005,46659678,5674,1,100101919,ENSMUST00000187094.1,78476,ENSMUSG00000101337,Dnah7c,"dynein, axonemal, heavy chain 7C"
